Country,Year,Month,Quarter,Week,"Notes Issued (UOM:INR(IndianRupees)), Scaling Factor:10000000","Notes In Circulation (UOM:INR(IndianRupees)), Scaling Factor:10000000","Notes Held In Banking Department (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of The Central Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Market Stabilisation Scheme (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of State Governments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposit Of Scheduled State Co-Operative Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Other Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Deposits (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Financial Institution Outside India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Foreign Currency Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000","Gold Coin And Bullion (UOM:INR(IndianRupees)), Scaling Factor:10000000","Rupee Securities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To The Central Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To State Governments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Nabard (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Scheduled State Co-Operative Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Industrial Development Bank Of India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Export-Import Bank Of India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Others (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Financial Institution Outside India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Commercial Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Treasury Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Investments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Financial Year (Apr - Mar), 2020","April, 2020","April - June, 2020","Week 02, 2020",2460592.32,2460582.098,10.2258,1181651.055,100.0,,43.0,401620.9263,4992.6048,29132.0,745762.86,82.0,1433922.0,5076165.0,3385816.0,237531.0,1059045.0,388292.9363,110942.0,361.95,,255929.9863,,,,13353.0,7706.0,,,,1964.0,11221.6,5076165.0
India,"Financial Year (Apr - Mar), 2020","April, 2020","April - June, 2020","Week 01, 2020",2430719.615,2430709.38,10.233,1193018.591,100.2446,,42.0,442067.0,5629.9839,30145.0,715034.49,77.0,1405335.0,5029074.0,3363457.0,232161.0,1044478.0,383505.1488,40008.0,2828.1625,,314758.9863,,,,18234.0,7676.0,,,,1964.0,11185.0,5029074.0
India,"Financial Year (Apr - Mar), 2019","March, 2020","January - March, 2020","Week 52, 2019",2413003.025,2412992.548,10.48,1187409.0,100.0199,,42.5112,536186.3774,7602.7422,36086.3708,605100.0,2291.0,1350333.0,4950745.025,3315075.0,231083.0,1040987.0,350430.1993,50476.5193,1966.68,,285623.0,,,,10064.0,2300.0,,,,1964.0,11205.98,4950745.025
India,"Financial Year (Apr - Mar), 2019","March, 2020","January - March, 2020","Week 51, 2019",2383288.684,2383277.717,11.0,1027741.0,100.8221,,42.45,591162.6,6901.0,35274.8903,394259.04,2315.0,1300857.63,4711886.684,3309225.0,209238.0,998000.0,185080.0178,,2339.1278,,175754.0,,,,4685.89,2301.0,,,,1964.0,10681.0,4711886.684
India,"Financial Year (Apr - Mar), 2019","March, 2020","January - March, 2020","Week 50, 2019",2373681.48,2373668.0,13.0725,1011050.0,101.0,,42.4834,551020.3639,6781.3413,35027.671,418076.76,3463.0,1314453.0,4699184.0,3336343.0,218050.47,996505.0,138095.1649,20553.0,6153.8449,,105035.0,,,,4084.32,2269.0,,,,1964.0,10496.0,4699184.0
India,"Financial Year (Apr - Mar), 2019","March, 2020","January - March, 2020","Week 49, 2019",2347862.318,2347847.992,14.0,1028839.0,101.0,,42.4827,570358.0,6842.8717,34852.0757,416643.06,2325.0,1347892.0,4724593.39,3352102.0,228566.53,996471.0,144768.9256,32976.0,7238.9656,,84559.0,,,,10904.96,9090.0,,,,1964.0,9812.0,4724593.39
India,"Financial Year (Apr - Mar), 2019","February, 2020","January - March, 2020","Week 48, 2019",2321937.13,2321924.0,13.0,990617.8508,100.0,,42.4712,550032.8606,6739.1141,34731.7634,398150.0,822.0,1219283.0,4531837.868,3242475.0,221399.0,981839.0,74300.04,5081.0,2882.04,,54186.0,,,,1815.0,10336.0,,,,1964.0,9862.0,4531837.868
India,"Financial Year (Apr - Mar), 2019","February, 2020","January - March, 2020","Week 47, 2019",2331432.485,2331421.57,10.91,945774.0217,100.0843,,42.465,544151.0,6765.0,35412.9,359302.37,1542.0,1166858.0,4444063.985,3186961.0,212456.0,981806.0,62649.3101,0.0001,1227.25,0.01,37209.0,0.01,,,13338.04,10875.0,,,,1964.0,9104.27,4444063.985
India,"Financial Year (Apr - Mar), 2019","February, 2020","January - March, 2020","Week 46, 2019",2320427.139,2320416.171,10.968,947454.0,100.8333,,42.4509,556182.3094,6797.59,34744.0,349587.11,2260.0,1156312.63,4424194.0,3179435.36,207871.0,981772.32,55898.2053,6817.0,8401.2953,,15446.0,,,,13689.91,11544.0,,,,1963.6,8797.24,4424194.0
India,"Financial Year (Apr - Mar), 2019","February, 2020","January - March, 2020","Week 45, 2019",2311255.307,2311245.078,10.2292,952353.0,100.3202,,42.4774,531170.1186,6826.0,35082.0,379132.67,1485.0,1156768.0,4420377.0,3160250.51,205541.0,981739.0,67572.37,23324.0,9927.0,,19795.0,,,,9471.37,5055.0,,,,1964.0,8364.65,4420377.0
India,"Financial Year (Apr - Mar), 2019","January, 2020","January - March, 2020","Week 44, 2019",2284706.22,2284695.0,11.0,994029.6787,101.0,,42.485,550704.202,6841.0,34709.0,400909.0,724.0,1161436.0,4440172.22,3144374.0,206918.6413,981706.0,96810.06,73545.4,1209.66,,16915.0,,,,4416.0,724.0,,,,1964.0,8398.29,4440172.22
India,"Financial Year (Apr - Mar), 2019","January, 2020","January - March, 2020","Week 43, 2019",2280973.941,2280962.0,12.1267,921029.4577,100.2774,,42.4514,540629.0,6646.6428,34684.0,338927.87,718.0,1152700.5,4354703.941,3112057.0,204812.0,981267.0,46783.1867,24184.0,3233.9067,,15315.0,,,,4050.28,,,,,1964.0,7821.0,4354703.941
India,"Financial Year (Apr - Mar), 2019","January, 2020","January - March, 2020","Week 42, 2019",2278427.0,2278414.0,12.0,959038.1557,100.0,,42.4595,547082.2815,7110.0561,34152.0,370551.56,1430.0,1140304.0,4377768.0,3070167.0,203054.0,974192.0,120665.2525,87734.9437,7499.0287,,21159.0,,,,4272.28,,,,,1964.0,7726.0,4377768.0
India,"Financial Year (Apr - Mar), 2019","January, 2020","January - March, 2020","Week 41, 2019",2271535.939,2271522.62,13.319,955428.1266,100.5399,,42.0,539538.0,6681.421,34277.5753,374789.0,,1129506.0,4356469.939,3057907.0,202155.6959,999363.45,87617.6893,60605.3793,7589.0,,15176.0,,,,4247.31,,,,,1964.0,7463.0,4356469.939
India,"Financial Year (Apr - Mar), 2019","January, 2020","January - March, 2020","Week 40, 2019",2242683.0,2242670.715,12.64,1051975.089,100.6627,,42.4658,542465.331,6924.9838,34456.702,467984.9439,,1170393.0,4465051.357,3097181.0,201456.0,999124.0,157949.2856,130171.0,5304.3956,,18165.0,,,,4308.89,,,,,1964.0,7377.0,4465051.357
India,"Financial Year (Apr - Mar), 2019","December, 2019","October - December, 2019","Week 39, 2019",2244118.474,2244106.189,12.2853,913131.7852,101.0,,42.4631,541417.4095,6593.1618,33919.0,331060.214,,1145007.0,4302257.0,3056898.0,195484.0,1003838.0,37017.5941,,2111.7041,,30427.0,,,,4478.89,,,,,1964.0,7055.43,4302257.0
India,"Financial Year (Apr - Mar), 2019","December, 2019","October - December, 2019","Week 38, 2019",2245900.286,2245888.0,12.0,894033.891,101.0,,42.4815,562488.0,6867.0,34346.8391,290189.0,,1124290.0,4264224.286,3030135.0,192924.9997,1000832.0,31745.53,,1255.64,,25746.0,,,,4743.89,,,,,1964.0,6622.0,4264224.286
India,"Financial Year (Apr - Mar), 2019","December, 2019","October - December, 2019","Week 37, 2019",2258723.277,2258712.687,10.0,909371.4385,100.5226,,42.4695,530600.3674,4406.0734,33916.0,340306.5603,,1116870.0,4284965.0,3016352.0,191029.0,1002017.0,67538.3649,31003.0,10609.3649,,21493.0,,,,4433.0,,,,,1964.0,6065.0,4284965.0
India,"Financial Year (Apr - Mar), 2019","December, 2019","October - December, 2019","Week 36, 2019",2248937.078,2248925.465,11.6131,931816.5226,100.0,,43.0,540118.3069,4643.2307,33599.769,353312.7237,,1133173.0,4313927.0,3029698.0,193186.0,1002053.0,81302.3344,52575.4244,9071.6001,,14725.0,,,,4930.31,,,,,1964.0,5724.0,4313927.0
India,"Financial Year (Apr - Mar), 2019","November, 2019","October - December, 2019","Week 35, 2019",2230708.65,2230697.0,11.6966,896950.092,100.0808,,42.4642,542974.5254,4657.2598,34262.7706,313483.0,1430.0,1135150.0,4262809.0,3032772.0,191164.0,1001936.0,29185.63,,1260.8,,23012.0,,,,4912.83,,,,,1964.0,5787.0,4262809.0
India,"Financial Year (Apr - Mar), 2019","November, 2019","October - December, 2019","Week 34, 2019",2241273.247,2241262.279,10.9677,866154.9533,100.9159,,42.4534,517461.8514,4254.6785,33691.455,310603.5991,,1136900.0,4244328.0,3015127.0,192307.0,999581.0,30023.83,,597.83,,24246.0,,,,5180.0,,,,,1964.0,5325.0,4244328.0
India,"Financial Year (Apr - Mar), 2019","November, 2019","October - December, 2019","Week 33, 2019",2243141.135,2243129.878,11.2576,893328.994,100.9547,,42.4698,537618.3728,4311.7769,33839.9869,317416.0,,1137917.0,4274387.0,3016834.0,191868.0,996199.0,62302.1498,25915.0,7630.3798,,23340.0,,,,5416.77,,,,,1964.0,5220.0,4274387.0
India,"Financial Year (Apr - Mar), 2019","November, 2019","October - December, 2019","Week 32, 2019",2245630.313,2245619.0,11.2917,873672.861,100.0489,,42.4507,525364.844,4187.1855,34504.0,309475.0,2821.0,1105083.0,4224386.0,2986952.0,191683.0,995155.0,43803.6571,6360.0,8422.6571,,23526.0,35.0,,,5423.0,37.0,,,,1964.0,4865.0,4224386.0
India,"Financial Year (Apr - Mar), 2019","November, 2019","October - December, 2019","Week 31, 2019",2231678.408,2231665.806,12.0,908420.8894,100.7505,,42.4626,540090.8236,4428.5912,33784.0262,329974.2354,,1104664.0,4244763.0,2955452.0,193835.0,995122.0,93478.8393,61916.0,4026.0693,,22235.0,,,,5301.77,,,,,1964.0,4911.0,4244763.0
India,"Financial Year (Apr - Mar), 2019","October, 2019","October - December, 2019","Week 30, 2019",2231100.627,2231089.553,11.0739,830440.0304,100.2051,,43.0,548240.4656,4492.0,35120.5991,241723.0,721.0,1093743.0,4155284.0,2935301.0,191868.0,992089.0,29379.64,,669.64,,22273.0,,,,5716.0,721.0,,,,1964.0,4682.0,4155284.0
India,"Financial Year (Apr - Mar), 2019","October, 2019","October - December, 2019","Week 29, 2019",2200243.995,2200218.848,25.1471,856442.1356,100.0214,,42.489,564348.0315,4485.0416,34157.0149,253310.0,5.0,1105055.0,4161741.0,2934458.0,191215.0,992041.0,37679.0964,,8228.0964,,23725.0,,,,5721.0,5.0,,,,1964.0,4389.0,4161741.0
India,"Financial Year (Apr - Mar), 2019","October, 2019","October - December, 2019","Week 28, 2019",2200585.868,2200573.0,12.5446,853381.7359,100.1664,,42.4671,527674.6737,4266.9034,34081.0029,287217.0,1438.0,1094855.0,4148823.0,2922370.0,190277.0,992010.0,37864.03,402.0,5179.03,,26625.0,,,,5653.0,5.0,,,,1964.0,4343.0,4148823.0
India,"Financial Year (Apr - Mar), 2019","October, 2019","October - December, 2019","Week 27, 2019",2179813.305,2179801.667,11.0,909844.1851,100.8547,,42.4771,553863.9226,4432.5462,34057.1667,317347.0,5.0,1088182.0,4177839.0,2901321.0,192788.0,991958.0,85716.0448,46529.0,7886.0448,,25325.0,,,,5971.0,5.0,,,,1964.0,4097.0,4177839.0
India,"Financial Year (Apr - Mar), 2019","September, 2019","July - September, 2019","Week 26, 2019",2160136.839,2160124.0,13.0,882826.0,100.746,,42.0,532441.9653,4198.8982,33423.5984,311557.0,1061.0,1064818.0,4107781.0,2859087.0,190217.0,998152.0,54081.04,,459.04,,47478.0,,,,6139.0,5.0,,,,1964.0,4280.0,4107781.0
India,"Financial Year (Apr - Mar), 2019","September, 2019","July - September, 2019","Week 25, 2019",2160124.0,2160124.0,13.0,882826.0,101.0,,42.482,532442.0,4199.0,33423.0,311557.0,1061.0,1064818.0,4107781.0,2843350.0,190217.0,998101.0,54081.0,,459.0,,47478.0,,,,6139.0,5.0,,,,1964.0,3827.0,4107781.0
India,"Financial Year (Apr - Mar), 2019","September, 2019","July - September, 2019","Week 24, 2019",2176753.926,2176744.0,10.4297,817016.6138,100.3307,,42.487,519670.0387,4250.0,33410.0648,259544.0,1404.0,1083622.0,4077392.0,2841124.0,192414.0,997305.0,40811.0,,1461.0,,33667.0,,,,5678.0,5.0,,,,1964.0,3779.0,4077392.0
India,"Financial Year (Apr - Mar), 2019","September, 2019","July - September, 2019","Week 23, 2019",2165600.803,2165588.089,12.7144,829278.8353,100.9925,,42.4977,527551.2366,4172.2265,33301.0,264112.0,2904.0,1114369.0,4109249.0,2869834.0,195940.0,997274.0,40713.05,,421.05,,34701.0,,,,5586.0,5.0,,,,1964.0,3529.0,4109249.0
India,"Financial Year (Apr - Mar), 2019","August, 2019","July - September, 2019","Week 22, 2019",2150392.656,2150381.579,11.0766,838350.2297,100.6623,,42.4877,538143.0943,4190.1148,33460.7948,262413.0,,1104241.0,4092984.0,2854233.0,196879.0,998945.0,37378.98,,605.98,,31140.0,,,,5633.0,,,,,1964.0,3584.0,4092984.0
India,"Financial Year (Apr - Mar), 2019","August, 2019","July - September, 2019","Week 21, 2019",2162511.0,2162500.0,11.0,735075.0,101.0,,42.4963,519663.0,4075.0,33122.0,178072.0,1452.0,1284557.0,4182143.0,2873575.0,192762.0,998915.0,83848.0,45010.0,303.0,,31195.0,,,,6616.0,724.0,,,,1964.0,31803.0,4182143.0
India,"Financial Year (Apr - Mar), 2019","August, 2019","July - September, 2019","Week 20, 2019",2172910.0,2172898.976,10.5432,771430.2481,100.0757,,42.4922,531335.1699,4275.0,33305.4525,202372.5024,,1263345.0,4207685.0,2855306.0,192691.0,998882.0,127524.15,88332.0,1598.81,,31752.0,,,,5841.34,,,,,1964.0,31318.0,4207685.0
India,"Financial Year (Apr - Mar), 2019","August, 2019","July - September, 2019","Week 19, 2019",2168311.888,2168300.624,11.2641,770565.0,100.2619,,42.467,510229.2931,4171.0,33173.1053,222850.0,2229.0,1242246.0,4181122.888,2844619.0,189253.0,998851.0,115970.18,85687.0,3952.18,,19060.0,,,,6556.0,715.0,,,,1964.0,31181.0,4181122.888
India,"Financial Year (Apr - Mar), 2019","August, 2019","July - September, 2019","Week 18, 2019",2144952.388,2144942.871,9.0,843826.0,100.6852,,42.4851,518267.2594,4236.9284,33123.0,288056.0,700.0,1170846.0,4159624.388,2794694.0,174883.0,998820.0,160262.9,116069.0,2829.9,,31305.0,,,,7952.0,2107.0,,,,1964.0,31107.0,4159624.388
India,"Financial Year (Apr - Mar), 2019","July, 2019","July - September, 2019","Week 17, 2019",2149565.708,2149553.054,12.6538,759396.1676,100.4875,,42.0,525908.1535,4082.909,32945.0123,196317.114,,1134310.0,4043272.0,2776650.0,174624.0,985133.0,73395.76,37084.0,895.61,,29570.0,,,,5846.15,,,,,1964.0,31505.0,4043272.0
India,"Financial Year (Apr - Mar), 2019","July, 2019","July - September, 2019","Week 16, 2019",2161539.698,2161526.164,13.5334,785765.0,100.1207,,42.479,533013.3536,4008.774,33294.0,215307.0,2744.0,1133843.0,4081148.0,2785259.0,167502.0,985102.0,110090.89,65729.0,3139.89,,35263.0,,,,5973.0,-14.0,,,,1964.0,31216.0,4081148.0
India,"Financial Year (Apr - Mar), 2019","July, 2019","July - September, 2019","Week 15, 2019",2179047.904,2179035.811,12.0926,776491.6922,100.4897,,43.0,510076.7392,3998.8641,32599.0972,229674.0152,,1119554.0,4075094.0,2768026.0,167502.0,985071.0,121388.7818,78943.0,6993.5118,,29365.0,,,,6087.27,,,,,1964.0,31142.0,4075094.0
India,"Financial Year (Apr - Mar), 2019","July, 2019","July - September, 2019","Week 14, 2019",2171631.0,2171620.0,10.869,783736.7754,100.2705,,43.0,509969.3387,4030.1732,32650.4671,236945.0,2845.0,1117350.0,4072718.052,2770079.0,167502.0,989899.0,112167.48,66793.0,5566.48,,34305.0,,,,5517.0,-14.0,,,,1964.0,31093.0,4072718.052
India,"Financial Year (Apr - Mar), 2019","June, 2019","April - June, 2019","Week 13, 2019",2163539.0,2163530.204,9.3151,745515.0703,100.1117,,42.477,572012.7029,3997.0,33526.9409,135836.3955,,1130945.0,4039999.0,2779618.0,160265.0,983803.0,69233.39,6596.0,1661.39,,54185.0,,,,6791.0,,,,,1964.0,45116.0,4039999.0
India,"Financial Year (Apr - Mar), 2019","June, 2019","April - June, 2019","Week 12, 2019",2179984.286,2179972.207,12.0786,713225.9734,100.7235,,42.0,503248.0,3817.9679,32316.279,173701.0,,1154632.0,4047842.0,2799756.0,160265.0,983768.0,57872.01,,163.24,,51230.0,,,,6478.77,,,,,1964.0,44217.0,4047842.0
India,"Financial Year (Apr - Mar), 2019","June, 2019","April - June, 2019","Week 11, 2019",2193910.225,2193899.488,10.7374,714476.9634,100.0,,41.9028,544140.8136,3798.7185,32755.6139,133639.252,,1138483.0,4046870.0,2767693.0,160265.0,970843.0,102285.6529,42952.0,9275.8656,,43295.0,35.0173,,,6727.77,,,,,1964.0,43819.0,4046870.0
India,"Financial Year (Apr - Mar), 2019","June, 2019","April - June, 2019","Week 10, 2019",2193655.0,2193642.0,13.0,682303.4867,100.7505,,42.451,509359.6392,3832.3055,32715.3905,136253.0,718.0,1135834.0,4011792.0,2766626.0,160265.0,957355.0,82781.0173,42531.0,5401.0,,26544.0,35.0173,,,7552.0,718.0,,,,1964.0,43519.0,4011792.0
India,"Financial Year (Apr - Mar), 2019","May, 2019","April - June, 2019","Week 09, 2019",2171380.782,2171369.761,11.0217,680896.9983,100.57,,42.0956,536415.0711,3910.1183,32756.0087,107673.1346,,1143601.0,3995879.0,2775064.0,160265.0,960926.0,53353.7969,,1321.7396,,44976.0,35.0173,,,7021.04,,,,,1964.0,44306.0,3995879.0
India,"Financial Year (Apr - Mar), 2019","May, 2019","April - June, 2019","Week 08, 2019",2178623.033,2178610.741,12.2924,689574.3371,100.0455,,42.4559,498195.1004,3861.0507,32308.5903,155067.0944,,1109170.0,3977367.0,2753736.0,160775.0,945132.0,72102.0954,,526.0554,,64295.0,,,,7281.04,,,,,1964.0,43658.0,3977367.0
India,"Financial Year (Apr - Mar), 2019","May, 2019","April - June, 2019","Week 07, 2019",2183856.776,2183843.512,13.2642,685687.3393,100.8971,,42.4629,540958.8463,3878.0,32926.7706,107781.4167,,1125289.0,3994833.0,2761090.0,160775.0,945099.0,82378.8084,,5391.2384,,69855.0,,,,7132.57,,,,,1964.0,43526.0,3994833.0
India,"Financial Year (Apr - Mar), 2019","May, 2019","April - June, 2019","Week 06, 2019",2177829.0,2177817.0,12.0,672910.0,100.0,,42.4372,505924.0,3850.0,32347.0,130647.0,2130.0,1123801.0,3974540.0,2765699.0,160775.0,932522.0,71226.0,,3306.0,,59301.0,,,,7915.0,704.0,,,,1964.0,43058.0,3974540.0
India,"Financial Year (Apr - Mar), 2019","May, 2019","April - June, 2019","Week 05, 2019",2161334.7,2161322.307,13.0,701158.9438,100.2747,,42.4592,535356.9731,4061.9005,32754.355,128843.5896,,1096877.0,3959371.0,2730430.0,160775.0,932489.0,90713.99,,2818.42,,80735.0,,,,7160.57,,,,,1964.0,42999.0,3959371.0
India,"Financial Year (Apr - Mar), 2019","April, 2019","April - June, 2019","Week 04, 2019",2154082.78,2154070.0,13.0,724185.0,100.4325,,42.4798,522943.6169,4154.7656,33363.2093,160802.0,2779.0,1131465.0,4009733.0,2762539.0,161192.0,927571.0,112650.94,,65.94,,105478.0,,,,6767.0,340.0,,,,1964.0,43816.0,4009733.0
India,"Financial Year (Apr - Mar), 2019","April, 2019","April - June, 2019","Week 03, 2019",2162188.93,2162176.74,12.1895,685056.9226,100.5256,,42.4594,540421.3784,3808.0,32784.6423,107899.8986,,1109308.0,3956554.0,2703552.0,161192.0,927540.0,118911.1031,,5037.4231,,106772.0,,,,7101.68,,,,,1964.0,43395.0,3956554.0
India,"Financial Year (Apr - Mar), 2019","April, 2019","April - June, 2019","Week 02, 2019",2148721.417,2148708.918,12.4994,692147.0,100.5724,,42.4486,504699.575,3843.9726,32179.4773,151281.0,1383.0,1109473.0,3950341.0,2704931.0,161192.0,927500.0,111481.7295,,6033.7295,,98347.0,,,,7101.0,,,,,1964.0,43272.0,3950341.0
India,"Financial Year (Apr - Mar), 2019","April, 2019","April - June, 2019","Week 01, 2019",2122350.528,2122342.0,9.4706,764376.1653,100.4123,,42.4242,507466.5202,3861.2981,32390.0,220516.0,1410.0,1098084.0,3984811.0,2695461.0,160656.0,927459.0,156647.3502,,7382.3502,,136811.0,,,,12468.0,-14.0,,,,1964.0,42610.0,3984811.0
India,"Financial Year (Apr - Mar), 2018","March, 2019","January - March, 2019","Week 52, 2018",2113775.0,2113764.0,11.1602,806012.0,101.0,,43.0,565707.0,4197.0,35530.0,199734.0,700.0,1087686.0,4007473.0,2680199.0,166650.0,921116.0,194861.0,,10.0,,180688.0,,,,13463.0,700.0,,,,1964.0,42683.0,4007473.0
India,"Financial Year (Apr - Mar), 2018","March, 2019","January - March, 2019","Week 51, 2018",2122131.147,2122122.021,9.1253,696766.0,100.6761,,42.0,490289.6149,3778.8261,31437.155,171117.0,698.0,1071105.0,3890002.0,2624409.0,166650.0,921076.0,162413.29,,525.29,,152835.0,,,,8355.0,698.0,,,,1964.0,14188.0,3890002.0
India,"Financial Year (Apr - Mar), 2018","March, 2019","January - March, 2019","Week 50, 2018",2115702.584,2115691.801,10.7835,671787.7149,100.4073,,43.0,559986.4028,3651.2663,31531.1629,76476.0,696.0,1090491.0,3877980.584,2640829.0,166650.0,921026.0,132775.0,,1694.0,,124295.0,,,,6090.0,696.0,,,,3414.0,13983.0,3877980.584
India,"Financial Year (Apr - Mar), 2018","March, 2019","January - March, 2019","Week 49, 2018",2106032.224,2106000.0,31.584,620954.6872,100.0,,43.0,483028.4847,3648.7674,31218.6446,102916.0,2800.0,1113827.0,3840814.0,2649799.0,166377.0,907847.0,99810.0683,,5176.0683,,89841.0,,,,4807.0,-14.0,,,,3380.0,13587.0,3840814.0
India,"Financial Year (Apr - Mar), 2018","March, 2019","January - March, 2019","Week 48, 2018",2080242.159,2080212.384,29.7746,644913.3458,100.4338,,43.0,496351.5386,3751.8645,31736.7093,112929.0,1067.0,1155455.0,3880610.0,2681494.0,165551.0,894762.0,121410.24,17251.0,1417.24,,98264.0,,,,4478.0,,,,,3380.0,14013.0,3880610.0
India,"Financial Year (Apr - Mar), 2018","February, 2019","January - March, 2019","Week 47, 2018",2081593.114,2081581.545,11.0,653451.8665,100.8939,,42.4685,503335.9964,3546.7166,31221.0,114483.0,722.0,1158897.0,3893942.114,2678919.0,161705.0,883336.0,153168.48,,547.48,,147395.0,,,,4504.0,722.0,,,,3400.0,13414.0,3893942.114
India,"Financial Year (Apr - Mar), 2018","February, 2019","January - March, 2019","Week 46, 2018",2079903.89,2079891.756,12.1337,622189.2392,100.1748,,42.4611,491843.4076,3579.3546,30816.0,95809.0,720.0,1154536.0,3856629.0,2673536.0,161705.0,870671.0,134748.0,,4092.0,,124528.0,,,,5408.0,720.0,,,,3400.0,13289.0,3856629.0
India,"Financial Year (Apr - Mar), 2018","February, 2019","January - March, 2019","Week 45, 2018",2068098.87,2068086.941,11.9294,618791.0,100.9248,,42.4749,487274.4809,3488.1432,30626.641,97259.0,1436.0,1153950.0,3840840.0,2674585.0,161147.0,857545.0,132711.1264,,5488.1264,,119463.0,,,,6324.0,1436.0,,,,3400.0,12888.0,3840840.0
India,"Financial Year (Apr - Mar), 2018","February, 2019","January - March, 2019","Week 44, 2018",2035589.046,2035577.238,11.8078,673642.8035,100.9294,,42.4905,498433.0,3637.0595,31167.0,140263.0,720.0,1156694.0,3865926.0,2685126.0,161147.0,859098.0,145259.8498,34488.0,4588.8498,,99845.0,,,,5618.0,720.0,,,,3400.0,12615.0,3865926.0
India,"Financial Year (Apr - Mar), 2018","January, 2019","January - March, 2019","Week 43, 2018",2035968.639,2035956.681,11.9578,618525.7256,100.3481,,42.4551,493113.5578,3444.6798,30578.8875,91245.7973,,1143107.0,3797602.0,2672227.0,153005.0,850794.0,105665.86,,918.98,,99949.0,,,,4797.88,,,,,3400.0,12510.0,3797602.0
India,"Financial Year (Apr - Mar), 2018","January, 2019","January - March, 2019","Week 42, 2018",2039271.909,2039260.359,11.5504,631265.5263,100.5777,,42.4773,501645.8843,3420.1785,30413.3732,95643.0353,,1134332.0,3804869.0,2663489.0,152458.0,840646.0,132641.88,17106.0,5643.0,,104995.0,,,,4897.88,,,,,3400.0,12234.0,3804869.0
India,"Financial Year (Apr - Mar), 2018","January, 2019","January - March, 2019","Week 41, 2018",2028509.283,2028499.556,9.0,649989.3608,100.5076,,42.4732,490690.4705,3621.0,30620.787,124914.6234,,1110255.0,3788754.0,2643124.0,152458.0,830277.0,147348.3312,33124.0,7361.3312,,101786.0,,,,5077.0,,,,,3370.0,12177.0,3788754.0
India,"Financial Year (Apr - Mar), 2018","January, 2019","January - March, 2019","Week 40, 2018",2003031.0,2003019.855,10.8019,698157.2156,100.9729,,42.4755,482490.0434,3425.661,30336.2778,181762.0,707.0,1077768.0,3778957.0,2612647.0,151379.0,819935.0,180468.7153,53293.0,3827.7153,,117474.0,,,,5167.0,707.0,,,,3370.0,11864.0,3778957.0
India,"Financial Year (Apr - Mar), 2018","December, 2018","October - December, 2018","Week 39, 2018",1999254.338,1999241.363,12.975,705087.3738,100.2707,,43.0,533173.1557,3441.9947,30754.1458,137575.3591,,1055947.0,3760288.0,2601383.0,147854.0,803708.0,194841.75,,761.86,,188109.0,,,,5970.89,,,,,3370.0,9131.0,3760288.0
India,"Financial Year (Apr - Mar), 2018","December, 2018","October - December, 2018","Week 38, 2018",2004195.884,2004183.355,12.5287,678018.8509,100.5718,,42.4917,482113.9617,3422.5969,30025.8137,162313.4151,,1053379.0,3735594.0,2602777.0,147854.0,788507.0,184486.72,,566.83,,177989.0,,,,5930.89,,,,,3370.0,8599.0,3735594.0
India,"Financial Year (Apr - Mar), 2018","December, 2018","October - December, 2018","Week 37, 2018",1998121.905,1998108.869,13.0364,645225.3458,100.4264,,43.0,543821.6731,3355.1686,30426.2384,67479.0,725.0,1117046.0,3760393.0,2664385.899,147588.0,773318.7506,164044.21,12732.0,7052.21,,137629.0,,,,5906.0,725.0,,,,3370.0,8411.0,3760393.0
