Country,Year,Month,Quarter,Week,"Notes Issued (UOM:INR(IndianRupees)), Scaling Factor:10000000","Notes In Circulation (UOM:INR(IndianRupees)), Scaling Factor:10000000","Notes Held In Banking Department (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of The Central Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Market Stabilisation Scheme (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of State Governments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposit Of Scheduled State Co-Operative Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Other Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Deposits (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Financial Institution Outside India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Foreign Currency Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000","Gold Coin And Bullion (UOM:INR(IndianRupees)), Scaling Factor:10000000","Rupee Securities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To The Central Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To State Governments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Nabard (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Scheduled State Co-Operative Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Industrial Development Bank Of India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Export-Import Bank Of India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Others (UOM:INR(IndianRupees)), Scaling Factor:10000000","Loans And Advances To Financial Institution Outside India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Commercial Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Treasury Bills Purchased And Discounted (UOM:INR(IndianRupees)), Scaling Factor:10000000","Investments (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Assets (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Financial Year (Apr - Mar), 2013","January, 2014","January - March, 2014","Week 44, 2013",1254653.479,1254641.056,12.4227,385777.0093,32059.4918,,42.4676,318956.4304,3434.2394,16179.9727,15104.4073,,891316.8293,2531747.318,1658879.73,125426.5122,676089.1119,46699.8948,,236.07,,38653.22,,,,7810.6048,,,,,1319.9999,23332.0684,2531747.318
India,"Financial Year (Apr - Mar), 2013","January, 2014","January - March, 2014","Week 43, 2013",1262160.356,1262145.331,15.0249,380887.3019,21803.5947,,42.4717,323332.6165,3223.1073,16146.1407,16339.371,,881499.552,2524547.21,1660138.08,122088.8058,680826.7419,37910.5148,,1070.14,,29803.97,,,,7036.4048,,,,,1319.9999,22263.068,2524547.21
India,"Financial Year (Apr - Mar), 2013","January, 2014","January - March, 2014","Week 42, 2013",1270996.701,1270982.062,14.6389,376172.5104,21906.2564,,42.4634,318840.2536,3245.8889,16015.62,16122.0282,,857246.7331,2504415.945,1637384.699,122088.8058,670059.8867,51013.0848,,535.51,,43392.97,,,,7084.6048,,,,,1320.0,22549.4685,2504415.945
India,"Financial Year (Apr - Mar), 2013","January, 2014","January - March, 2014","Week 41, 2013",1260035.637,1260025.58,10.0561,364262.8745,7980.0885,,42.4605,320513.7107,3338.4651,16034.65,16353.4996,,880085.6118,2504384.123,1660465.886,122088.8058,645969.7683,49633.7821,,1973.9573,,41428.47,,,,6231.3548,,,,,1320.0,24905.881,2504384.123
India,"Financial Year (Apr - Mar), 2013","January, 2014","January - March, 2014","Week 40, 2013",1242426.755,1242416.604,10.1515,347693.5723,100.8576,,42.4769,312120.9234,3199.7995,15929.2491,16300.2658,,888518.1247,2478638.452,1671918.558,122088.8058,631856.782,25208.6048,,720.63,,18233.97,,,,6254.0048,,,,,1320.0,26245.7018,2478638.452
India,"Financial Year (Apr - Mar), 2013","December, 2013","October - December, 2013","Week 39, 2013",1251679.708,1251667.523,12.1852,410128.9358,50930.9375,,42.4346,323641.4391,3195.6369,15842.6734,16475.8143,,893077.4554,2554886.099,1673024.603,128552.7189,676445.5971,49738.1048,,770.12,,42745.63,,,,6222.3548,,,,,1320.0,25805.0757,2554886.099
India,"Financial Year (Apr - Mar), 2013","December, 2013","October - December, 2013","Week 38, 2013",1257819.321,1257806.195,13.1254,392660.9479,43874.7735,,42.4616,313296.7995,3182.6777,15769.0684,16495.1671,,896419.9067,2546900.175,1676922.268,128552.7189,673393.8494,40504.0148,,342.13,,35154.63,,,,5007.2548,,,,,1320.0,26207.3243,2546900.175
India,"Financial Year (Apr - Mar), 2013","December, 2013","October - December, 2013","Week 37, 2013",1261547.085,1261533.111,13.9744,379153.2515,100.4757,,42.4522,343756.5767,3148.4417,15793.076,16312.2292,,889613.2198,2530313.556,1674401.247,128552.7189,675408.9071,23345.4248,,773.19,,18245.13,,,,4327.1048,,,,,1320.0,27285.2587,2530313.556
India,"Financial Year (Apr - Mar), 2013","December, 2013","October - December, 2013","Week 36, 2013",1255740.964,1255725.207,15.7576,354726.8536,100.6568,,42.4608,319204.1934,3183.0184,15757.3502,16439.174,,876385.0588,2486852.877,1663200.948,128552.7189,648869.3432,17012.4748,4172.0,,,11047.87,,,,1792.6048,,,,,1319.9999,27897.3919,2486852.877
India,"Financial Year (Apr - Mar), 2013","November, 2013","October - December, 2013","Week 35, 2013",1245038.081,1245025.334,12.7469,368927.9007,100.969,,42.4784,327868.3751,3186.0798,15748.6805,21981.3179,,895702.6417,2509668.624,1651502.41,130356.9475,658347.2303,41870.3248,,,,39100.72,,,,2769.6048,,,,,1320.0,26271.7114,2509668.624
India,"Financial Year (Apr - Mar), 2013","November, 2013","October - December, 2013","Week 34, 2013",1254375.444,1254363.054,12.3903,351107.0555,100.4228,,42.4591,313962.0642,3208.3548,15669.088,18124.6666,,911890.0394,2517372.539,1636185.526,130356.9449,677602.58,45337.2948,,,,42737.24,,,,2600.0548,,,,,1319.9999,26570.194,2517372.539
India,"Financial Year (Apr - Mar), 2013","November, 2013","October - December, 2013","Week 33, 2013",1263725.974,1263713.091,12.8837,351637.9011,102.8846,,398.4215,314218.1937,3338.7081,15630.3356,17949.3575,,914531.7714,2529895.647,1619836.605,130356.8871,693213.1161,58211.0948,14726.0,,,40782.24,,,,2702.8548,,,,,1320.0,26957.944,2529895.647
India,"Financial Year (Apr - Mar), 2013","November, 2013","October - December, 2013","Week 32, 2013",1260317.806,1260306.769,11.0374,355249.3723,100.4795,,42.4507,316952.8271,3232.7352,16363.6077,18557.2722,,901817.3407,2517384.519,1602093.087,130356.8871,696090.1715,58406.9148,11486.0,,,44263.36,,,,2657.5548,,,,,1320.0,29117.4592,2517384.519
India,"Financial Year (Apr - Mar), 2013","November, 2013","October - December, 2013","Week 31, 2013",1235916.396,1235906.508,9.8877,373211.401,100.8436,,42.4599,335482.0125,3336.347,15924.5945,18325.1435,,883150.4295,2492278.227,1575838.776,130356.8871,686677.7569,66267.8348,22167.0,,,41403.78,,,,2697.0548,,,,,1319.9999,31816.9721,2492278.227
India,"Financial Year (Apr - Mar), 2013","October, 2013","October - December, 2013","Week 30, 2013",1216915.276,1216902.939,12.3365,355185.3987,100.2123,,42.4719,317925.9537,3278.915,15663.5011,18174.3448,,893672.7228,2465773.397,1574231.443,136636.5034,679520.2691,48052.3348,,864.45,,44489.18,,,,2698.7048,,,,,1319.9999,26012.8468,2465773.397
India,"Financial Year (Apr - Mar), 2013","October, 2013","October - December, 2013","Week 29, 2013",1225952.384,1225941.311,11.073,351401.4205,100.1733,,42.46,314829.9461,3208.8323,15526.8266,17693.1822,,884981.6194,2462335.424,1554240.545,136636.5034,694934.0843,46563.9019,,2148.4671,,41711.13,30.0,,,2674.3048,,,,,1319.9999,28640.389,2462335.424
India,"Financial Year (Apr - Mar), 2013","October, 2013","October - December, 2013","Week 28, 2013",1214225.112,1214214.034,11.0785,348773.253,100.9645,,42.4722,312279.2955,3164.0472,15460.9037,17725.5699,,871318.2292,2434316.595,1539944.81,136636.5034,679543.5502,46268.5648,,953.38,,42601.88,,,,2713.3048,,,,,1320.0,30603.1657,2434316.595
India,"Financial Year (Apr - Mar), 2013","October, 2013","October - December, 2013","Week 27, 2013",1190880.543,1190870.216,10.327,348689.5681,100.6435,,42.4509,312076.2781,3237.2943,15421.0427,17811.8586,,875057.0683,2414627.179,1536811.052,136636.5034,662841.186,44811.6948,,899.45,,41282.63,,,,2629.6148,,,,,1320.0,32206.7431,2414627.179
India,"Financial Year (Apr - Mar), 2013","September, 2013","July - September, 2013","Week 26, 2013",1186278.982,1186268.769,10.2129,364637.816,100.2099,,42.4513,327305.7544,3200.5566,15360.7948,18628.049,,891301.9792,2442218.777,1538318.0,144626.1972,686739.0,43861.7648,,80.49,,41231.1,,,,2550.1748,,,,,1320.0,27353.7652,2442218.777
India,"Financial Year (Apr - Mar), 2013","September, 2013","July - September, 2013","Week 25, 2013",1199249.508,1199241.111,8.3976,357679.7609,100.752,,42.4916,320647.9568,3201.9033,15527.1374,18159.5197,,901753.4401,2458682.709,1557678.916,144626.1972,678606.9821,46026.6836,,1159.9588,,42228.2,,,,2638.5248,,,,,1320.0,30423.9307,2458682.709
India,"Financial Year (Apr - Mar), 2013","September, 2013","July - September, 2013","Week 24, 2013",1206073.819,1206060.412,13.4067,393747.081,100.9262,,42.4694,356362.4522,3245.9449,15445.718,18549.5704,,930911.5038,2530732.404,1583759.475,144626.1972,723967.9114,45620.7048,,179.83,,42800.35,,,,2640.5248,,,,,1320.0,31438.1155,2530732.404
India,"Financial Year (Apr - Mar), 2013","September, 2013","July - September, 2013","Week 23, 2013",1196447.749,1196437.687,10.0613,368116.3489,100.8764,,42.4461,330510.7914,3397.9871,15436.5401,18627.7077,,973734.3805,2538298.478,1634341.714,144626.1972,685719.1254,39119.0848,,,,36478.56,,,,2640.5248,,,,,1320.0,33172.3568,2538298.478
India,"Financial Year (Apr - Mar), 2013","August, 2013","July - September, 2013","Week 22, 2013",1187526.72,1187515.843,10.8774,365986.4986,996.2973,,42.4544,326689.8988,3341.6623,15323.6225,19592.5633,,961209.1282,2514722.347,1653926.044,126795.3755,665451.6866,46118.4648,,29.0,,43398.44,,,,2691.0248,,,,,1320.0,21110.7761,2514722.347
India,"Financial Year (Apr - Mar), 2013","August, 2013","July - September, 2013","Week 21, 2013",1197503.174,1197491.859,11.3156,357650.929,100.6869,,42.4669,319376.3157,3262.2038,15343.228,19526.0277,,924175.4368,2479329.54,1627008.119,126795.3706,657000.5232,45064.7308,,709.796,,41665.91,,,,2689.0248,,,,,1320.0,22140.7916,2479329.54
India,"Financial Year (Apr - Mar), 2013","August, 2013","July - September, 2013","Week 20, 2013",1207200.768,1207189.317,11.4517,359845.9727,100.5472,,42.4724,324845.0288,3211.1186,15227.8704,16418.9353,,850644.2434,2417690.985,1561551.814,126795.3706,661046.1888,44773.1334,,1367.5986,,40759.01,,,,2646.5248,,,,,1320.0,22204.4778,2417690.985
India,"Financial Year (Apr - Mar), 2013","August, 2013","July - September, 2013","Week 19, 2013",1200905.447,1200893.37,12.077,357276.5133,10.978,,42.4843,322034.8345,3316.3547,15316.0166,16555.8453,,831210.3142,2389392.275,1542468.62,126795.3706,653648.2882,41596.139,,1100.1442,,38027.17,,,,2468.8248,,,,,1320.0,23563.8566,2389392.275
India,"Financial Year (Apr - Mar), 2013","August, 2013","July - September, 2013","Week 18, 2013",1185229.883,1185217.306,12.5776,359698.9986,100.1162,,42.4743,324489.5241,3348.2929,15140.0863,16578.5048,,843094.1002,2388022.982,1525770.663,126795.3706,626173.4375,84508.7948,45308.0,94.36,,36732.61,,,,2373.8248,,,,,1320.0,23454.7168,2388022.982
India,"Financial Year (Apr - Mar), 2013","July, 2013","July - September, 2013","Week 17, 2013",1190276.955,1190265.313,11.6415,349340.5704,100.456,,42.4876,315097.0426,3172.2832,14583.187,16345.1139,,805336.5946,2344954.12,1491051.614,128685.6809,651120.674,55861.9148,18645.0,381.78,,34434.31,30.0,,,2370.8248,,,,,1320.0,16914.2364,2344954.12
India,"Financial Year (Apr - Mar), 2013","July, 2013","July - September, 2013","Week 16, 2013",1203096.151,1203089.514,6.6371,327916.2921,100.0437,,42.4723,293164.663,3018.4264,14661.765,16928.9218,,821553.0801,2352565.524,1507892.904,128685.6809,648393.749,48473.0655,20891.0,372.9608,,25322.54,,,,1886.5648,,,,,1320.0,17800.1245,2352565.524
India,"Financial Year (Apr - Mar), 2013","July, 2013","July - September, 2013","Week 15, 2013",1211218.759,1211206.945,11.8134,345062.2506,100.2954,,42.4544,306813.2185,3046.2155,14408.6975,20651.3693,,818010.4347,2374291.444,1516426.231,128685.6809,675455.7238,31636.3448,9781.0,444.13,,21121.24,,,,289.9748,,,,,1320.0,20767.4636,2374291.444
India,"Financial Year (Apr - Mar), 2013","July, 2013","July - September, 2013","Week 14, 2013",1204394.648,1204381.314,13.334,316382.4651,100.6211,,42.7096,282120.0595,3107.6467,14704.6898,16306.7385,,817375.7482,2338152.862,1527448.919,128685.6809,600449.1155,57861.3748,40942.0,271.16,,16356.24,,,,291.9748,,,,,1320.0,22387.7717,2338152.862
India,"Financial Year (Apr - Mar), 2013","June, 2013","April - June, 2013","Week 13, 2013",1201785.954,1201777.939,8.015,359280.4639,100.7994,,42.4835,328771.7208,3427.7736,14391.06,12546.6266,,811461.9207,2372528.338,1530210.624,129000.2997,675539.0311,25929.2694,1572.0,1244.5746,,22124.03,,,,988.6648,,,,,1320.0,10529.1145,2372528.338
India,"Financial Year (Apr - Mar), 2013","June, 2013","April - June, 2013","Week 12, 2013",1217066.733,1217059.843,6.8907,328733.6464,100.4903,,42.4511,298557.5002,3189.6923,14661.0556,12182.4568,,808278.1895,2354078.569,1539990.237,129000.2997,654688.219,19918.4587,,551.4289,,18370.73,,,,996.2998,,,,,1320.0,9161.3548,2354078.569
India,"Financial Year (Apr - Mar), 2013","June, 2013","April - June, 2013","Week 11, 2013",1226192.746,1226175.992,16.754,351569.8333,100.1184,,42.4504,321823.7519,3040.5579,14328.8309,12234.1238,,783171.1684,2360933.748,1513578.491,129000.2997,673916.3461,34026.1934,11943.0,2449.1636,,18637.73,,,,996.2998,,,,,1320.0,9092.4181,2360933.748
India,"Financial Year (Apr - Mar), 2013","June, 2013","April - June, 2013","Week 10, 2013",1222810.257,1222800.613,9.644,317749.3374,100.9926,,42.483,286999.5556,3109.6071,14655.6901,12841.0091,,749688.4269,2290248.021,1482004.938,129000.2997,637415.7464,31564.4898,,562.15,,29971.04,,,,1031.2998,,,,,1320.0,8942.5471,2290248.021
India,"Financial Year (Apr - Mar), 2013","May, 2013","April - June, 2013","Week 09, 2013",1212738.594,1212726.662,11.9314,322470.3352,100.675,,42.4653,289690.37,3286.1828,14449.4336,14901.2085,,733617.6414,2268826.57,1466378.0,129000.2997,645176.0,17894.8298,,365.07,,16235.76,,,,1293.9998,,,,,1320.0,9057.3542,2268826.57
India,"Financial Year (Apr - Mar), 2013","May, 2013","April - June, 2013","Week 08, 2013",1222124.267,1222111.846,12.4214,322025.2627,100.2994,,538.8417,291016.486,3153.92,14541.1703,12674.5453,,716046.0398,2260195.569,1460323.69,129985.4079,632001.9788,27851.4998,,422.34,,26480.16,,,,948.9998,,,,,1320.0,8712.9923,2260195.569
India,"Financial Year (Apr - Mar), 2013","May, 2013","April - June, 2013","Week 07, 2013",1230395.558,1230380.017,15.541,346466.2364,100.1921,,42.4732,316121.1932,3056.507,14512.366,12633.5049,,698618.8893,2275480.684,1440885.779,129985.4036,673587.057,21211.5217,,415.7619,,19923.81,,,,871.9498,,,,,1320.0,8490.9229,2275480.684
India,"Financial Year (Apr - Mar), 2013","May, 2013","April - June, 2013","Week 06, 2013",1228439.594,1228427.282,12.3116,325225.3912,100.1275,,42.488,294654.1991,3045.5577,14723.3761,12659.6428,,697636.6914,2251301.676,1441031.006,129985.4036,648406.7906,22303.5498,,119.74,,21311.86,,,,871.9498,,,,,1320.0,8254.9267,2251301.676
India,"Financial Year (Apr - Mar), 2013","May, 2013","April - June, 2013","Week 05, 2013",1214333.019,1214320.094,12.9244,319573.897,100.7849,,42.4785,289065.6094,3134.5901,14502.2826,12728.1515,,689643.9057,2223550.822,1428505.855,129985.4036,626716.8423,28776.1698,,,,28419.86,,,,356.3098,,,,,1320.0,8246.5508,2223550.822
India,"Financial Year (Apr - Mar), 2013","April, 2013","April - June, 2013","Week 04, 2013",1210686.119,1210670.987,15.1327,351956.3195,10305.2589,,42.4489,311331.5951,3221.5156,14797.259,12258.242,,700089.2577,2262731.696,1439198.496,139736.8006,643246.4594,31368.6482,,485.3743,,30164.04,40.0041,,,679.2298,,,,,1320.0,7861.292,2262731.696
India,"Financial Year (Apr - Mar), 2013","April, 2013","April - June, 2013","Week 03, 2013",1210361.551,1210352.222,9.3292,340615.836,165.2072,,662.2195,310179.8164,2955.5107,14369.8158,12283.2664,,686475.1193,2237452.506,1423474.227,139736.8006,644436.0433,20624.2835,,320.8396,,19295.71,10.0041,,,997.7298,,,,,1320.0,7861.1517,2237452.506
India,"Financial Year (Apr - Mar), 2013","April, 2013","April - June, 2013","Week 02, 2013",1205497.629,1205486.068,11.5604,334437.3778,100.2699,,42.4603,303914.8422,3111.9855,15116.2839,12151.536,,702635.6651,2242570.672,1437006.301,139736.8006,629927.237,26792.5298,,111.96,,25712.84,,,,967.7298,,,,,1320.0,7787.8035,2242570.672
India,"Financial Year (Apr - Mar), 2013","April, 2013","April - June, 2013","Week 01, 2013",1182956.151,1182939.596,16.5552,305349.934,23097.9574,,42.4515,252241.7516,2870.0804,13842.0622,13255.6309,,706212.4193,2194518.504,1440948.218,139736.8006,579013.3341,25436.3466,,1781.2768,,22644.84,,,,1010.2298,,,,,1320.0,8063.8045,2194518.504
India,"Financial Year (Apr - Mar), 2012","March, 2013","January - March, 2013","Week 52, 2012",1177225.891,1177217.578,8.313,457750.3704,81758.7215,,42.4472,342423.9304,4129.4049,15485.4608,13910.4056,,695982.5141,2330958.776,1418338.827,141383.0698,717984.385,44136.4057,,370.4859,,41865.59,,,,1900.3298,,,,,1320.0,7796.0878,2330958.776
India,"Financial Year (Apr - Mar), 2012","March, 2013","January - March, 2013","Week 51, 2012",1172567.571,1172552.567,15.0044,399406.4625,87834.984,,42.4704,282267.4576,3063.8861,14290.8225,11906.8419,,694485.6805,2266459.714,1420128.44,141383.0698,673031.3698,23303.1598,,37.62,,21587.96,,,,1677.5798,,,,,1320.0,7293.6745,2266459.714
India,"Financial Year (Apr - Mar), 2012","March, 2013","January - March, 2013","Week 50, 2012",1172825.875,1172811.426,14.4494,385417.527,45077.4625,,42.4792,310769.9296,3071.5127,14514.9311,11941.2119,,684338.7126,2242582.115,1409817.268,141383.0698,663977.7377,19322.6668,,483.147,,17432.68,,,,1406.8398,,,,,1320.0,6761.373,2242582.115
India,"Financial Year (Apr - Mar), 2012","March, 2013","January - March, 2013","Week 49, 2012",1166458.546,1166443.242,15.3037,345358.2665,40390.0886,,42.4895,276141.6856,3028.115,13869.6066,11886.2812,,681261.6583,2193078.471,1405418.098,141383.0698,619673.946,18678.9398,,211.27,,17577.68,,,,889.9898,,,,,1320.0,6604.4167,2193078.471
India,"Financial Year (Apr - Mar), 2012","March, 2013","January - March, 2013","Week 48, 2012",1151803.065,1151788.208,14.8564,361906.1079,35669.3845,,42.4771,296533.6454,3087.7618,14503.1068,12069.7323,,684142.3608,2197851.533,1407790.106,141383.0698,617966.661,22664.8364,,1139.9566,,20614.59,,,,910.2898,,,,,1320.0,6726.8605,2197851.533
India,"Financial Year (Apr - Mar), 2012","February, 2013","January - March, 2013","Week 47, 2012",1163420.046,1163405.807,14.2393,400575.7292,75438.46,,42.4665,296345.9304,2796.1365,14005.0718,11947.664,,691600.3822,2255596.158,1409762.077,143746.2532,667680.5149,26806.412,,679.1622,,25373.62,,,,753.6298,,,,,1320.0,6280.901,2255596.158
India,"Financial Year (Apr - Mar), 2012","February, 2013","January - March, 2013","Week 46, 2012",1162313.444,1162297.149,16.2947,363961.8877,47650.3724,,42.4753,287300.4717,2958.4044,14095.7105,11914.4534,,686072.2635,2212347.595,1406808.212,143746.2532,628239.8777,25982.758,,599.5682,,24629.56,,,,753.6298,,,,,1320.0,6250.4941,2212347.595
India,"Financial Year (Apr - Mar), 2012","February, 2013","January - March, 2013","Week 45, 2012",1154917.53,1154900.866,16.6637,352349.6511,39103.9375,,42.5069,284052.1215,2963.555,14170.4563,12017.0739,,678427.1893,2185694.371,1401219.006,143746.2532,614618.5842,18659.5698,,201.99,,17707.95,,,,749.6298,,,,,1320.0,6130.9573,2185694.371
India,"Financial Year (Apr - Mar), 2012","February, 2013","January - March, 2013","Week 44, 2012",1139570.61,1139558.256,12.3533,372947.9955,22428.3656,,42.4732,320360.4374,3177.5601,14990.2097,11948.9495,,675821.8246,2188340.43,1397686.615,143746.2532,616675.1217,23053.1398,,,,22579.01,,,,474.1298,,,,,1320.0,5859.2999,2188340.43
India,"Financial Year (Apr - Mar), 2012","January, 2013","January - March, 2013","Week 43, 2012",1143666.821,1143652.794,14.027,381756.141,40539.124,,107.256,311806.147,3076.315,14347.738,11879.56,,696340.094,2221763.056,1413594.183,149102.9,625426.818,26758.86,,202.53,,24680.27,,,,1876.06,,,,,1320.0,5560.297,2221763.056
India,"Financial Year (Apr - Mar), 2012","January, 2013","January - March, 2013","Week 42, 2012",1146736.166,1146722.25,13.916,340781.28,12237.288,,42.467,298997.712,3229.419,14384.32,11890.074,,697117.742,2184635.188,1415660.475,149102.9,586220.96,26841.33,,155.43,,24394.34,,,,2291.56,,,,,1320.0,5489.524,2184635.188
India,"Financial Year (Apr - Mar), 2012","January, 2013","January - March, 2013","Week 41, 2012",1140634.809,1140621.449,13.36,357773.247,30619.28,,42.474,298048.284,2957.772,14247.906,11857.532,,715137.333,2213545.389,1434736.347,149102.9,598209.604,24711.34,,55.25,,21695.34,,,,2960.75,,,,,1320.0,5465.199,2213545.389
India,"Financial Year (Apr - Mar), 2012","January, 2013","January - March, 2013","Week 40, 2012",1127405.3,1127394.085,11.215,333723.225,19725.765,,42.447,284748.43,3026.744,14271.095,11908.744,,714200.526,2175329.051,1436148.348,149102.9,557144.0,26268.47,,,,23305.72,,,,2962.75,,,,,1320.0,5345.333,2175329.051
India,"Financial Year (Apr - Mar), 2012","December, 2012","October - December, 2012","Week 39, 2012",1127269.721,1127261.831,7.89,408955.414,82560.374,,42.491,297261.365,3088.467,14046.986,11955.731,,723079.335,2259304.47,1441407.057,151600.542,632272.142,27677.395,,710.365,,24425.28,,,,2541.75,,,,,1320.0,5027.335,2259304.47
India,"Financial Year (Apr - Mar), 2012","December, 2012","October - December, 2012","Week 38, 2012",1133835.074,1133824.032,11.042,422303.129,90045.408,,42.458,302673.678,2971.907,14536.032,12033.647,,730359.176,2286497.38,1447328.259,151600.542,649683.336,31942.636,,740.506,,28683.88,,,,2518.25,,,,,1320.0,4622.606,2286497.38
India,"Financial Year (Apr - Mar), 2012","December, 2012","October - December, 2012","Week 37, 2012",1137082.813,1137069.644,13.169,374065.062,18353.926,,42.456,325590.255,3164.299,14019.029,12895.097,,711903.544,2223051.42,1429913.216,151601.0,614185.022,21468.145,,1308.685,,16992.21,,,,3167.25,,,,,1320.0,4564.55,2223051.42
India,"Financial Year (Apr - Mar), 2012","December, 2012","October - December, 2012","Week 36, 2012",1134438.389,1134425.669,12.72,344458.905,9014.042,,42.479,304525.01,3090.264,14580.124,13206.984,,697689.046,2176586.339,1416267.24,151600.542,572836.088,29952.37,,1188.14,,25037.39,,,,3726.84,,,,,1320.0,4610.099,2176586.339
India,"Financial Year (Apr - Mar), 2012","November, 2012","October - December, 2012","Week 35, 2012",1125857.711,1125841.081,16.63,322026.791,10684.237,,42.475,281278.415,3179.553,14060.033,12782.077,,704931.767,2152816.268,1422064.846,151600.542,546161.628,27322.24,,195.0,,22853.15,,,,4274.09,,,,,1320.0,4347.012,2152816.268
India,"Financial Year (Apr - Mar), 2012","November, 2012","October - December, 2012","Week 34, 2012",1131584.157,1131569.37,14.787,352210.526,14462.791,,42.465,305753.215,2975.731,14379.683,14596.641,,727332.379,2211127.062,1444094.057,152553.404,580057.269,28986.079,,838.739,,23861.65,,,,4285.69,,,,,1320.0,4116.253,2211127.062
India,"Financial Year (Apr - Mar), 2012","November, 2012","October - December, 2012","Week 33, 2012",1145515.588,1145501.546,14.042,329037.614,100.208,,42.442,300446.356,2854.197,13767.086,11827.325,,708636.388,2183189.59,1426924.054,152553.404,575285.468,23103.795,,2387.455,,17713.15,,,,3003.19,,,,,1320.0,4002.869,2183189.59
India,"Financial Year (Apr - Mar), 2012","November, 2012","October - December, 2012","Week 32, 2012",1121220.309,1121206.791,13.518,327451.942,6567.975,,42.464,291196.268,2884.672,14783.038,11977.525,,687786.38,2136458.631,1410107.637,152553.404,547019.878,21311.22,,1149.4,,17797.22,,,,2364.6,,,,,1320.0,4146.492,2136458.631
India,"Financial Year (Apr - Mar), 2012","November, 2012","October - December, 2012","Week 31, 2012",1098544.694,1098532.075,12.619,326424.234,100.342,,42.497,296439.025,3036.346,14588.115,12217.909,,669358.57,2094327.498,1396613.256,152553.394,519445.465,20423.01,,456.16,,18391.7,,,,1575.15,,,,,1320.0,3972.364,2094327.498
India,"Financial Year (Apr - Mar), 2012","October, 2012","October - December, 2012","Week 30, 2012",1102621.422,1102613.796,7.626,364236.42,20867.32,,477.966,312560.148,3412.916,14920.727,11997.343,,670831.755,2137689.597,1401109.196,148252.3,561927.782,21257.87,,1552.44,,18708.38,,,,997.05,,,,,1320.0,3822.441,2137689.597
India,"Financial Year (Apr - Mar), 2012","October, 2012","October - December, 2012","Week 29, 2012",1095306.271,1095294.429,11.842,368179.32,5283.722,,42.455,332859.907,3244.83,14660.556,12087.849,,672698.28,2136183.871,1402928.858,148252.309,559489.125,18267.982,,789.392,,16481.54,,,,997.05,,,,,1320.0,5925.598,2136183.871
India,"Financial Year (Apr - Mar), 2012","October, 2012","October - December, 2012","Week 28, 2012",1091954.671,1091938.672,15.999,326462.699,100.97,,42.458,296363.224,3244.876,14735.482,11975.689,,642081.547,2060498.917,1374503.387,148252.309,509352.165,20043.29,,1619.2,,17301.54,40.0,,,1082.55,,,,,1320.0,7027.766,2060498.917
India,"Financial Year (Apr - Mar), 2012","October, 2012","October - December, 2012","Week 27, 2012",1084456.031,1084438.713,17.318,298439.685,100.117,,42.458,268481.218,3028.71,14435.741,12351.441,,613096.708,1995992.426,1347071.176,148252.309,482787.693,6308.51,,498.42,,4670.54,,,,1139.55,,,,,1320.0,10252.737,1995992.426
India,"Financial Year (Apr - Mar), 2012","September, 2012","July - September, 2012","Week 26, 2012",1081465.007,1081450.87,14.137,377393.335,100.216,,42.474,343708.928,3392.976,14777.777,15370.964,,643965.632,2102823.974,1374065.889,148252.309,549141.434,21503.458,,550.782,,18808.126,42.0,,,2102.55,,,,,1320.0,8540.887,2102823.974
